;dateRep;day;month;year;cases;deaths;countriesAndTerritories;geoId;countryterritoryCode;popData2019;continentExp;Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
0;24/07/2020;24;7;2020;13;0;Afghanistan;AF;AFG;38041757,0;Asia;5.30995453
1;23/07/2020;23;7;2020;188;21;Afghanistan;AF;AFG;38041757,0;Asia;5.9460976
2;22/07/2020;22;7;2020;112;4;Afghanistan;AF;AFG;38041757,0;Asia;5.60699654
3;21/07/2020;21;7;2020;140;5;Afghanistan;AF;AFG;38041757,0;Asia;5.8646082
4;20/07/2020;20;7;2020;174;17;Afghanistan;AF;AFG;38041757,0;Asia;6.63481448
5;19/07/2020;19;7;2020;12;17;Afghanistan;AF;AFG;38041757,0;Asia;6.91082696
6;18/07/2020;18;7;2020;219;32;Afghanistan;AF;AFG;38041757,0;Asia;7.79406692
7;17/07/2020;17;7;2020;76;21;Afghanistan;AF;AFG;38041757,0;Asia;8.01224823
8;16/07/2020;16;7;2020;254;49;Afghanistan;AF;AFG;38041757,0;Asia;8.30140416
9;15/07/2020;15;7;2020;285;33;Afghanistan;AF;AFG;38041757,0;Asia;8.47226904
10;14/07/2020;14;7;2020;4;2;Afghanistan;AF;AFG;38041757,0;Asia;8.4564969
11;13/07/2020;13;7;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;9.15835722
12;12/07/2020;12;7;2020;85;16;Afghanistan;AF;AFG;38041757,0;Asia;10.08102754
13;11/07/2020;11;7;2020;458;37;Afghanistan;AF;AFG;38041757,0;Asia;10.29132277
14;10/07/2020;10;7;2020;255;20;Afghanistan;AF;AFG;38041757,0;Asia;9.81290112
15;09/07/2020;9;7;2020;59;1;Afghanistan;AF;AFG;38041757,0;Asia;10.35178265
16;08/07/2020;8;7;2020;210;16;Afghanistan;AF;AFG;38041757,0;Asia;10.81180346
17;07/07/2020;7;7;2020;433;56;Afghanistan;AF;AFG;38041757,0;Asia;11.14827583
18;06/07/2020;6;7;2020;279;38;Afghanistan;AF;AFG;38041757,0;Asia;10.82494691
19;05/07/2020;5;7;2020;348;7;Afghanistan;AF;AFG;38041757,0;Asia;11.16667666
20;04/07/2020;4;7;2020;302;12;Afghanistan;AF;AFG;38041757,0;Asia;11.68715735
21;03/07/2020;3;7;2020;186;33;Afghanistan;AF;AFG;38041757,0;Asia;11.80281973
22;02/07/2020;2;7;2020;319;28;Afghanistan;AF;AFG;38041757,0;Asia;13.04356158
23;01/07/2020;1;7;2020;279;13;Afghanistan;AF;AFG;38041757,0;Asia;13.68759072
24;30/06/2020;30;6;2020;271;12;Afghanistan;AF;AFG;38041757,0;Asia;15.01245066
25;29/06/2020;29;6;2020;351;18;Afghanistan;AF;AFG;38041757,0;Asia;16.30050894
26;28/06/2020;28;6;2020;165;20;Afghanistan;AF;AFG;38041757,0;Asia;17.12328902
27;27/06/2020;27;6;2020;276;8;Afghanistan;AF;AFG;38041757,0;Asia;18.15110695
28;26/06/2020;26;6;2020;460;36;Afghanistan;AF;AFG;38041757,0;Asia;19.15000929
29;25/06/2020;25;6;2020;234;21;Afghanistan;AF;AFG;38041757,0;Asia;19.90444343
30;24/06/2020;24;6;2020;338;20;Afghanistan;AF;AFG;38041757,0;Asia;21.08735409
31;23/06/2020;23;6;2020;310;17;Afghanistan;AF;AFG;38041757,0;Asia;21.62360692
32;22/06/2020;22;6;2020;409;12;Afghanistan;AF;AFG;38041757,0;Asia;22.32020987
33;21/06/2020;21;6;2020;546;21;Afghanistan;AF;AFG;38041757,0;Asia;23.32436959
34;20/06/2020;20;6;2020;346;2;Afghanistan;AF;AFG;38041757,0;Asia;23.41900244
35;19/06/2020;19;6;2020;658;42;Afghanistan;AF;AFG;38041757,0;Asia;24.91472726
36;18/06/2020;18;6;2020;564;13;Afghanistan;AF;AFG;38041757,0;Asia;25.25382831
37;17/06/2020;17;6;2020;783;13;Afghanistan;AF;AFG;38041757,0;Asia;25.76379424
38;16/06/2020;16;6;2020;761;7;Afghanistan;AF;AFG;38041757,0;Asia;25.70070567
39;15/06/2020;15;6;2020;664;20;Afghanistan;AF;AFG;38041757,0;Asia;25.13290856
40;14/06/2020;14;6;2020;556;5;Afghanistan;AF;AFG;38041757,0;Asia;25.174967600000002
41;13/06/2020;13;6;2020;656;20;Afghanistan;AF;AFG;38041757,0;Asia;25.98986161
42;12/06/2020;12;6;2020;747;21;Afghanistan;AF;AFG;38041757,0;Asia;25.90311483
43;11/06/2020;11;6;2020;684;21;Afghanistan;AF;AFG;38041757,0;Asia;25.46412354
44;10/06/2020;10;6;2020;542;15;Afghanistan;AF;AFG;38041757,0;Asia;25.30903081
45;09/06/2020;9;6;2020;575;12;Afghanistan;AF;AFG;38041757,0;Asia;25.61395889
46;08/06/2020;8;6;2020;791;30;Afghanistan;AF;AFG;38041757,0;Asia;25.65601794
47;07/06/2020;7;6;2020;582;18;Afghanistan;AF;AFG;38041757,0;Asia;25.11187903
48;06/06/2020;6;6;2020;915;9;Afghanistan;AF;AFG;38041757,0;Asia;25.63761711
49;05/06/2020;5;6;2020;787;6;Afghanistan;AF;AFG;38041757,0;Asia;24.65185822
50;04/06/2020;4;6;2020;758;24;Afghanistan;AF;AFG;38041757,0;Asia;23.97891349
51;03/06/2020;3;6;2020;759;5;Afghanistan;AF;AFG;38041757,0;Asia;23.27968185
52;02/06/2020;2;6;2020;545;8;Afghanistan;AF;AFG;38041757,0;Asia;22.81177497
53;01/06/2020;1;6;2020;680;8;Afghanistan;AF;AFG;38041757,0;Asia;22.45164439
54;31/05/2020;31;5;2020;866;3;Afghanistan;AF;AFG;38041757,0;Asia;21.35285181
55;30/05/2020;30;5;2020;623;11;Afghanistan;AF;AFG;38041757,0;Asia;19.07640596
56;29/05/2020;29;5;2020;580;8;Afghanistan;AF;AFG;38041757,0;Asia;20.23302972
57;28/05/2020;28;5;2020;625;7;Afghanistan;AF;AFG;38041757,0;Asia;19.00543132
58;27/05/2020;27;5;2020;658;1;Afghanistan;AF;AFG;38041757,0;Asia;18.04333065
59;26/05/2020;26;5;2020;591;1;Afghanistan;AF;AFG;38041757,0;Asia;17.04968569
60;25/05/2020;25;5;2020;584;2;Afghanistan;AF;AFG;38041757,0;Asia;16.24530644
61;24/05/2020;24;5;2020;782;11;Afghanistan;AF;AFG;38041757,0;Asia;15.68013801
62;23/05/2020;23;5;2020;540;12;Afghanistan;AF;AFG;38041757,0;Asia;14.29481819
63;22/05/2020;22;5;2020;531;6;Afghanistan;AF;AFG;38041757,0;Asia;13.44049382
64;21/05/2020;21;5;2020;492;9;Afghanistan;AF;AFG;38041757,0;Asia;12.49416529
65;20/05/2020;20;5;2020;581;5;Afghanistan;AF;AFG;38041757,0;Asia;11.64246962
66;19/05/2020;19;5;2020;408;4;Afghanistan;AF;AFG;38041757,0;Asia;10.98266833
67;18/05/2020;18;5;2020;262;1;Afghanistan;AF;AFG;38041757,0;Asia;10.40961384
68;17/05/2020;17;5;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;10.3386392
69;16/05/2020;16;5;2020;1063;32;Afghanistan;AF;AFG;38041757,0;Asia;10.6908837
70;15/05/2020;15;5;2020;113;6;Afghanistan;AF;AFG;38041757,0;Asia;8.32769107
71;14/05/2020;14;5;2020;259;3;Afghanistan;AF;AFG;38041757,0;Asia;8.61421832
72;13/05/2020;13;5;2020;280;5;Afghanistan;AF;AFG;38041757,0;Asia;8.25408774
73;12/05/2020;12;5;2020;285;2;Afghanistan;AF;AFG;38041757,0;Asia;7.84401204
74;11/05/2020;11;5;2020;369;5;Afghanistan;AF;AFG;38041757,0;Asia;7.54697003
75;10/05/2020;10;5;2020;255;6;Afghanistan;AF;AFG;38041757,0;Asia;6.75573423
76;09/05/2020;9;5;2020;215;3;Afghanistan;AF;AFG;38041757,0;Asia;6.37983151
77;08/05/2020;8;5;2020;171;2;Afghanistan;AF;AFG;38041757,0;Asia;5.99867141
78;07/05/2020;7;5;2020;168;9;Afghanistan;AF;AFG;38041757,0;Asia;5.82517784
79;06/05/2020;6;5;2020;330;5;Afghanistan;AF;AFG;38041757,0;Asia;5.60436785
80;05/05/2020;5;5;2020;190;5;Afghanistan;AF;AFG;38041757,0;Asia;4.89725015
81;04/05/2020;4;5;2020;235;13;Afghanistan;AF;AFG;38041757,0;Asia;4.48980314
82;03/05/2020;3;5;2020;134;4;Afghanistan;AF;AFG;38041757,0;Asia;4.10338566
83;02/05/2020;2;5;2020;164;4;Afghanistan;AF;AFG;38041757,0;Asia;3.91674864
84;01/05/2020;1;5;2020;222;4;Afghanistan;AF;AFG;38041757,0;Asia;3.61970663
85;30/04/2020;30;4;2020;122;0;Afghanistan;AF;AFG;38041757,0;Asia;3.06242427
86;29/04/2020;29;4;2020;124;3;Afghanistan;AF;AFG;38041757,0;Asia;2.92573237
87;28/04/2020;28;4;2020;172;0;Afghanistan;AF;AFG;38041757,0;Asia;2.7285806
88;27/04/2020;27;4;2020;68;10;Afghanistan;AF;AFG;38041757,0;Asia;2.42890989
89;26/04/2020;26;4;2020;112;4;Afghanistan;AF;AFG;38041757,0;Asia;2.38685085
90;25/04/2020;25;4;2020;70;1;Afghanistan;AF;AFG;38041757,0;Asia;2.181813
91;24/04/2020;24;4;2020;105;2;Afghanistan;AF;AFG;38041757,0;Asia;2.09506622
92;23/04/2020;23;4;2020;84;4;Afghanistan;AF;AFG;38041757,0;Asia;1.97940384
93;22/04/2020;22;4;2020;61;1;Afghanistan;AF;AFG;38041757,0;Asia;1.90580051
94;21/04/2020;21;4;2020;35;2;Afghanistan;AF;AFG;38041757,0;Asia;1.82431111
95;20/04/2020;20;4;2020;88;3;Afghanistan;AF;AFG;38041757,0;Asia;1.83219718
96;19/04/2020;19;4;2020;63;0;Afghanistan;AF;AFG;38041757,0;Asia;1.67710445
97;18/04/2020;18;4;2020;51;1;Afghanistan;AF;AFG;38041757,0;Asia;1.60350112
98;17/04/2020;17;4;2020;10;4;Afghanistan;AF;AFG;38041757,0;Asia;1.46943791
99;16/04/2020;16;4;2020;70;2;Afghanistan;AF;AFG;38041757,0;Asia;1.55618469
100;15/04/2020;15;4;2020;49;2;Afghanistan;AF;AFG;38041757,0;Asia;1.44052232
101;14/04/2020;14;4;2020;58;3;Afghanistan;AF;AFG;38041757,0;Asia;1.37743375
102;13/04/2020;13;4;2020;52;0;Afghanistan;AF;AFG;38041757,0;Asia;1.29594435
103;12/04/2020;12;4;2020;34;3;Afghanistan;AF;AFG;38041757,0;Asia;1.18028197
104;11/04/2020;11;4;2020;37;0;Afghanistan;AF;AFG;38041757,0;Asia;1.13033686
105;10/04/2020;10;4;2020;61;1;Afghanistan;AF;AFG;38041757,0;Asia;1.07513436
106;09/04/2020;9;4;2020;56;3;Afghanistan;AF;AFG;38041757,0;Asia;0.91478425
107;08/04/2020;8;4;2020;30;4;Afghanistan;AF;AFG;38041757,0;Asia;0.85432437
108;07/04/2020;7;4;2020;38;0;Afghanistan;AF;AFG;38041757,0;Asia;0.78072104
109;06/04/2020;6;4;2020;29;2;Afghanistan;AF;AFG;38041757,0;Asia;0.69660295
110;05/04/2020;5;4;2020;35;1;Afghanistan;AF;AFG;38041757,0;Asia;0.64665783
111;04/04/2020;4;4;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.55465367
112;03/04/2020;3;4;2020;43;0;Afghanistan;AF;AFG;38041757,0;Asia;0.55991105
113;02/04/2020;2;4;2020;26;0;Afghanistan;AF;AFG;38041757,0;Asia;0.44687736
114;01/04/2020;1;4;2020;25;0;Afghanistan;AF;AFG;38041757,0;Asia;0.37853141
115;31/03/2020;31;3;2020;27;0;Afghanistan;AF;AFG;38041757,0;Asia;0.31544284
116;30/03/2020;30;3;2020;8;1;Afghanistan;AF;AFG;38041757,0;Asia;0.25761166
117;29/03/2020;29;3;2020;15;1;Afghanistan;AF;AFG;38041757,0;Asia;0.25235427
118;28/03/2020;28;3;2020;16;1;Afghanistan;AF;AFG;38041757,0;Asia;0.22080999
119;27/03/2020;27;3;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.18663702
120;26/03/2020;26;3;2020;33;0;Afghanistan;AF;AFG;38041757,0;Asia;0.19452309
121;25/03/2020;25;3;2020;2;0;Afghanistan;AF;AFG;38041757,0;Asia;0.10777629999999999
122;24/03/2020;24;3;2020;6;1;Afghanistan;AF;AFG;38041757,0;Asia;0.10251892
123;23/03/2020;23;3;2020;10;0;Afghanistan;AF;AFG;38041757,0;Asia;0.08674678
124;22/03/2020;22;3;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.06045988
125;21/03/2020;21;3;2020;2;0;Afghanistan;AF;AFG;38041757,0;Asia;0.06045988
126;20/03/2020;20;3;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.055202499999999995
127;19/03/2020;19;3;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.05783119
128;18/03/2020;18;3;2020;1;0;Afghanistan;AF;AFG;38041757,0;Asia;0.05783119
129;17/03/2020;17;3;2020;5;0;Afghanistan;AF;AFG;38041757,0;Asia;0.055202499999999995
130;16/03/2020;16;3;2020;6;0;Afghanistan;AF;AFG;38041757,0;Asia;0.04205905
131;15/03/2020;15;3;2020;3;0;Afghanistan;AF;AFG;38041757,0;Asia;0.026286900000000002
132;11/03/2020;11;3;2020;3;0;Afghanistan;AF;AFG;38041757,0;Asia;0.01840083
133;08/03/2020;8;3;2020;3;0;Afghanistan;AF;AFG;38041757,0;Asia;0.01051476
134;02/03/2020;2;3;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
135;01/03/2020;1;3;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
136;29/02/2020;29;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
137;28/02/2020;28;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
138;27/02/2020;27;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
139;26/02/2020;26;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
140;25/02/2020;25;2;2020;1;0;Afghanistan;AF;AFG;38041757,0;Asia;0.00262869
141;24/02/2020;24;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
142;23/02/2020;23;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
143;22/02/2020;22;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
144;21/02/2020;21;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
145;20/02/2020;20;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
146;19/02/2020;19;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
147;18/02/2020;18;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
148;17/02/2020;17;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
149;16/02/2020;16;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
150;15/02/2020;15;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
151;14/02/2020;14;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
152;13/02/2020;13;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
153;12/02/2020;12;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
154;11/02/2020;11;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
155;10/02/2020;10;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
156;09/02/2020;9;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
157;08/02/2020;8;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
158;07/02/2020;7;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
159;06/02/2020;6;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
160;05/02/2020;5;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
161;04/02/2020;4;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
162;03/02/2020;3;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
163;02/02/2020;2;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
164;01/02/2020;1;2;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
165;31/01/2020;31;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
166;30/01/2020;30;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
167;29/01/2020;29;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
168;28/01/2020;28;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
169;27/01/2020;27;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
170;26/01/2020;26;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
171;25/01/2020;25;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
172;24/01/2020;24;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
173;23/01/2020;23;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
174;22/01/2020;22;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
175;21/01/2020;21;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
176;20/01/2020;20;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
177;19/01/2020;19;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
178;18/01/2020;18;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
179;17/01/2020;17;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
180;16/01/2020;16;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
181;15/01/2020;15;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
182;14/01/2020;14;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
183;13/01/2020;13;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;0.0
184;12/01/2020;12;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
185;11/01/2020;11;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
186;10/01/2020;10;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
187;09/01/2020;9;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
188;08/01/2020;8;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
189;07/01/2020;7;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
190;06/01/2020;6;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
191;05/01/2020;5;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
192;04/01/2020;4;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
193;03/01/2020;3;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
194;02/01/2020;2;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
195;01/01/2020;1;1;2020;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
196;31/12/2019;31;12;2019;0;0;Afghanistan;AF;AFG;38041757,0;Asia;
197;24/07/2020;24;7;2020;108;3;Albania;AL;ALB;2862427,0;Europe;44.64742682
198;23/07/2020;23;7;2020;68;3;Albania;AL;ALB;2862427,0;Europe;43.73910671
199;22/07/2020;22;7;2020;119;4;Albania;AL;ALB;2862427,0;Europe;43.73910671
200;21/07/2020;21;7;2020;81;1;Albania;AL;ALB;2862427,0;Europe;42.16701422
201;20/07/2020;20;7;2020;82;1;Albania;AL;ALB;2862427,0;Europe;41.81766033
202;19/07/2020;19;7;2020;102;4;Albania;AL;ALB;2862427,0;Europe;41.53817722
203;18/07/2020;18;7;2020;55;3;Albania;AL;ALB;2862427,0;Europe;40.31543861
204;17/07/2020;17;7;2020;99;3;Albania;AL;ALB;2862427,0;Europe;41.53817722
205;16/07/2020;16;7;2020;85;4;Albania;AL;ALB;2862427,0;Europe;40.94427561
206;15/07/2020;15;7;2020;96;2;Albania;AL;ALB;2862427,0;Europe;39.54686006
207;14/07/2020;14;7;2020;117;2;Albania;AL;ALB;2862427,0;Europe;38.60360456
208;13/07/2020;13;7;2020;83;4;Albania;AL;ALB;2862427,0;Europe;36.75202896
209;12/07/2020;12;7;2020;93;4;Albania;AL;ALB;2862427,0;Europe;36.36773968
210;11/07/2020;11;7;2020;90;2;Albania;AL;ALB;2862427,0;Europe;35.24980724
211;10/07/2020;10;7;2020;82;0;Albania;AL;ALB;2862427,0;Europe;34.79564719
212;09/07/2020;9;7;2020;68;2;Albania;AL;ALB;2862427,0;Europe;34.65590564
213;08/07/2020;8;7;2020;74;2;Albania;AL;ALB;2862427,0;Europe;34.62097025
214;07/07/2020;7;7;2020;71;3;Albania;AL;ALB;2862427,0;Europe;33.85239169
215;06/07/2020;6;7;2020;74;2;Albania;AL;ALB;2862427,0;Europe;33.74758553
216;05/07/2020;5;7;2020;67;2;Albania;AL;ALB;2862427,0;Europe;32.42004076
217;04/07/2020;4;7;2020;90;3;Albania;AL;ALB;2862427,0;Europe;31.93094531
218;03/07/2020;3;7;2020;82;4;Albania;AL;ALB;2862427,0;Europe;30.53352976
219;02/07/2020;2;7;2020;45;3;Albania;AL;ALB;2862427,0;Europe;29.97456354
220;01/07/2020;1;7;2020;69;4;Albania;AL;ALB;2862427,0;Europe;30.14924049
221;30/06/2020;30;6;2020;64;3;Albania;AL;ALB;2862427,0;Europe;30.60340054
222;29/06/2020;29;6;2020;72;2;Albania;AL;ALB;2862427,0;Europe;30.77807748
223;28/06/2020;28;6;2020;61;2;Albania;AL;ALB;2862427,0;Europe;30.25404665
224;27/06/2020;27;6;2020;77;2;Albania;AL;ALB;2862427,0;Europe;29.799886600000004
225;26/06/2020;26;6;2020;78;2;Albania;AL;ALB;2862427,0;Europe;28.19285872
226;25/06/2020;25;6;2020;67;2;Albania;AL;ALB;2862427,0;Europe;27.0050555
227;24/06/2020;24;6;2020;52;1;Albania;AL;ALB;2862427,0;Europe;26.13167078
228;23/06/2020;23;6;2020;68;0;Albania;AL;ALB;2862427,0;Europe;25.57270456
229;22/06/2020;22;6;2020;36;1;Albania;AL;ALB;2862427,0;Europe;23.79099974
230;21/06/2020;21;6;2020;53;1;Albania;AL;ALB;2862427,0;Europe;23.02242118
231;20/06/2020;20;6;2020;50;3;Albania;AL;ALB;2862427,0;Europe;21.86955335
232;19/06/2020;19;6;2020;66;1;Albania;AL;ALB;2862427,0;Europe;20.64681475
233;18/06/2020;18;6;2020;50;1;Albania;AL;ALB;2862427,0;Europe;18.79523914
234;17/06/2020;17;6;2020;82;1;Albania;AL;ALB;2862427,0;Europe;17.74717748
235;16/06/2020;16;6;2020;69;0;Albania;AL;ALB;2862427,0;Europe;15.61611877
236;15/06/2020;15;6;2020;57;0;Albania;AL;ALB;2862427,0;Europe;13.41518928
237;14/06/2020;14;6;2020;48;0;Albania;AL;ALB;2862427,0;Europe;11.94790295
238;13/06/2020;13;6;2020;31;1;Albania;AL;ALB;2862427,0;Europe;11.07451823
239;12/06/2020;12;6;2020;44;1;Albania;AL;ALB;2862427,0;Europe;10.79503512
240;11/06/2020;11;6;2020;42;0;Albania;AL;ALB;2862427,0;Europe;10.16619812
241;10/06/2020;10;6;2020;36;0;Albania;AL;ALB;2862427,0;Europe;9.43255496
242;09/06/2020;9;6;2020;17;0;Albania;AL;ALB;2862427,0;Europe;9.04826569
243;08/06/2020;8;6;2020;14;0;Albania;AL;ALB;2862427,0;Europe;8.66397641
244;07/06/2020;7;6;2020;20;1;Albania;AL;ALB;2862427,0;Europe;8.48929947
245;06/06/2020;6;6;2020;15;0;Albania;AL;ALB;2862427,0;Europe;8.070074799999999
246;05/06/2020;5;6;2020;13;0;Albania;AL;ALB;2862427,0;Europe;7.96526863
247;04/06/2020;4;6;2020;20;0;Albania;AL;ALB;2862427,0;Europe;7.68578552
248;03/06/2020;3;6;2020;21;0;Albania;AL;ALB;2862427,0;Europe;7.51110858
249;02/06/2020;2;6;2020;6;0;Albania;AL;ALB;2862427,0;Europe;6.81240081
250;01/06/2020;1;6;2020;15;0;Albania;AL;ALB;2862427,0;Europe;6.67265925
251;31/05/2020;31;5;2020;23;0;Albania;AL;ALB;2862427,0;Europe;6.60278847
252;30/05/2020;30;5;2020;23;0;Albania;AL;ALB;2862427,0;Europe;6.39317614
253;29/05/2020;29;5;2020;26;0;Albania;AL;ALB;2862427,0;Europe;6.2184992
254;28/05/2020;28;5;2020;21;0;Albania;AL;ALB;2862427,0;Europe;5.93901609
255;27/05/2020;27;5;2020;25;1;Albania;AL;ALB;2862427,0;Europe;5.34511448
256;26/05/2020;26;5;2020;6;0;Albania;AL;ALB;2862427,0;Europe;4.61147131
257;25/05/2020;25;5;2020;9;1;Albania;AL;ALB;2862427,0;Europe;4.54160054
258;24/05/2020;24;5;2020;8;0;Albania;AL;ALB;2862427,0;Europe;4.6464067
259;23/05/2020;23;5;2020;12;0;Albania;AL;ALB;2862427,0;Europe;4.57653593
260;22/05/2020;22;5;2020;5;0;Albania;AL;ALB;2862427,0;Europe;4.43679437
261;21/05/2020;21;5;2020;15;0;Albania;AL;ALB;2862427,0;Europe;4.61147131
262;20/05/2020;20;5;2020;1;0;Albania;AL;ALB;2862427,0;Europe;4.50666515
263;19/05/2020;19;5;2020;2;0;Albania;AL;ALB;2862427,0;Europe;5.06563137
264;18/05/2020;18;5;2020;13;0;Albania;AL;ALB;2862427,0;Europe;5.275243700000001
265;17/05/2020;17;5;2020;17;0;Albania;AL;ALB;2862427,0;Europe;5.03069598
266;16/05/2020;16;5;2020;18;0;Albania;AL;ALB;2862427,0;Europe;4.68134209
267;15/05/2020;15;5;2020;18;0;Albania;AL;ALB;2862427,0;Europe;4.36692359
268;14/05/2020;14;5;2020;4;0;Albania;AL;ALB;2862427,0;Europe;3.98263432
269;13/05/2020;13;5;2020;4;0;Albania;AL;ALB;2862427,0;Europe;4.40185898
270;12/05/2020;12;5;2020;4;0;Albania;AL;ALB;2862427,0;Europe;4.75121287
271;11/05/2020;11;5;2020;12;0;Albania;AL;ALB;2862427,0;Europe;4.9608252
272;10/05/2020;10;5;2020;6;0;Albania;AL;ALB;2862427,0;Europe;5.03069598
273;09/05/2020;9;5;2020;8;0;Albania;AL;ALB;2862427,0;Europe;6.00888686
274;08/05/2020;8;5;2020;10;0;Albania;AL;ALB;2862427,0;Europe;6.25343459
275;07/05/2020;7;5;2020;12;0;Albania;AL;ALB;2862427,0;Europe;6.91720697
276;06/05/2020;6;5;2020;17;0;Albania;AL;ALB;2862427,0;Europe;7.37136703
277;05/05/2020;5;5;2020;8;0;Albania;AL;ALB;2862427,0;Europe;7.65085014
278;04/05/2020;4;5;2020;6;0;Albania;AL;ALB;2862427,0;Europe;8.13994558
279;03/05/2020;3;5;2020;7;0;Albania;AL;ALB;2862427,0;Europe;8.41942869
280;02/05/2020;2;5;2020;9;0;Albania;AL;ALB;2862427,0;Europe;8.48929947
281;01/05/2020;1;5;2020;7;0;Albania;AL;ALB;2862427,0;Europe;8.90852413
282;30/04/2020;30;4;2020;16;1;Albania;AL;ALB;2862427,0;Europe;9.50242574
283;29/04/2020;29;4;2020;14;2;Albania;AL;ALB;2862427,0;Europe;9.6072319
284;28/04/2020;28;4;2020;10;0;Albania;AL;ALB;2862427,0;Europe;9.39761957
285;27/04/2020;27;4;2020;14;1;Albania;AL;ALB;2862427,0;Europe;9.78190885
